Retailer;Transaction ID;Invoice Date;Region;State;City;Product;Product ID; Price per Unit ;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
West Gear;IT5829;16/07/2021;South;Louisiana;New Orleans;Women's Apparel;WA94; $81,00 ;208;16848;6907,68;0,41;Outlet
Walmart;IT5830;16/07/2021;Southeast;Florida;Orlando;Women's Athletic Footwear;WAF103; $82,00 ;180;14760;6346,8;0,43;Online
Walmart;IT5831;16/07/2021;Southeast;Florida;Orlando;Men's Street Footwear;MSF95; $83,00 ;261;21663;9531,72;0,44;Online
West Gear;IT5832;16/07/2021;South;Louisiana;New Orleans;Men's Apparel;MA86; $86,00 ;189;16254;9427,32;0,58;Online
West Gear;IT5833;16/07/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF98; $86,00 ;270;23220;12306,6;0,53;Online
West Gear;IT5834;16/07/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;WAF105; $86,00 ;168;14448;7801,92;0,54;Online
Walmart;IT5835;16/07/2021;Southeast;Florida;Orlando;Women's Street Footwear;WSF109; $86,00 ;189;16254;7151,76;0,44;Online
Walmart;IT5836;16/07/2021;Southeast;Florida;Orlando;Men's Athletic Footwear;MAF96; $88,00 ;225;19800;7920;0,4;Online
Walmart;IT5837;16/07/2021;Southeast;Florida;Orlando;Men's Apparel;MA87; $89,00 ;195;17355;5553,6;0,32;Online
Walmart;IT5838;16/07/2021;Southeast;Florida;Orlando;Men's Street Footwear;MSF100; $90,00 ;900;810000;243000;0,3;In-store
West Gear;IT5839;16/07/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF100; $90,00 ;900;810000;324000;0,4;Online
Walmart;IT5840;16/07/2021;Southeast;Florida;Orlando;Women's Athletic Footwear;WAF106; $90,00 ;600;540000;162000;0,3;In-store
West Gear;IT5841;16/07/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;WAF106; $90,00 ;600;540000;216000;0,4;Online
West Gear;IT5842;16/07/2021;South;Louisiana;New Orleans;Women's Street Footwear;WSF110; $90,00 ;196;17640;9525,6;0,54;Online
West Gear;IT5843;16/07/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;MAF98; $92,00 ;203;18676;10271,8;0,55;Online
Walmart;IT5844;16/07/2021;Southeast;Florida;Orlando;Men's Apparel;MA91; $95,00 ;650;617500;123500;0,2;In-store
West Gear;IT5845;16/07/2021;South;Louisiana;New Orleans;Men's Apparel;MA91; $95,00 ;650;617500;277875;0,45;Online
Walmart;IT5846;16/07/2021;Southeast;Florida;Orlando;Men's Athletic Footwear;MAF99; $95,00 ;750;712500;178125;0,25;In-store
West Gear;IT5847;16/07/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;MAF99; $95,00 ;750;712500;285000;0,4;Online
Walmart;IT5848;16/07/2021;Southeast;Florida;Orlando;Women's Street Footwear;WSF111; $95,00 ;700;665000;199500;0,3;In-store
West Gear;IT5849;16/07/2021;South;Louisiana;New Orleans;Women's Street Footwear;WSF111; $95,00 ;700;665000;266000;0,4;Online
Walmart;IT5850;16/07/2021;Southeast;Florida;Orlando;Women's Apparel;WA111; $101,00 ;163;16463;9383,91;0,57;Online
West Gear;IT5851;16/07/2021;South;Louisiana;New Orleans;Women's Apparel;WA112; $103,00 ;163;16789;8058,72;0,48;Online
Walmart;IT5852;16/07/2021;Southeast;Florida;Orlando;Women's Apparel;WA114; $110,00 ;650;715000;321750;0,45;In-store
West Gear;IT5853;16/07/2021;South;Louisiana;New Orleans;Women's Apparel;WA114; $110,00 ;650;715000;250250;0,35;Online
Foot Locker;IT5854;16/07/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;WSF36; $29,00 ;14;406;203;0,5;Online
Foot Locker;IT5855;16/07/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;WSF37; $30,00 ;50;15000;5250;0,35;Outlet
Walmart;IT5856;16/07/2021;South;Mississippi;Jackson;Women's Athletic Footwear;WAF37; $33,00 ;143;4719;2029,17;0,43;Outlet
Walmart;IT5857;16/07/2021;South;Mississippi;Jackson;Women's Street Footwear;WSF49; $37,00 ;168;6216;2610,72;0,42;Outlet
Walmart;IT5858;16/07/2021;South;Mississippi;Jackson;Men's Athletic Footwear;MAF41; $42,00 ;192;8064;3064,32;0,38;Outlet
Walmart;IT5859;16/07/2021;South;Mississippi;Jackson;Men's Apparel;MA38; $46,00 ;150;6900;2553;0,37;Outlet
Foot Locker;IT5860;16/07/2021;South;Mississippi;Jackson;Men's Street Footwear;MSF52; $47,00 ;289;13583;6248,18;0,46;Outlet
Walmart;IT5861;16/07/2021;South;Mississippi;Jackson;Women's Athletic Footwear;WAF58; $48,00 ;124;5952;3154,56;0,53;Online
West Gear;IT5862;16/07/2021;Northeast;West Virginia;Charleston;Women's Athletic Footwear;WAF58; $48,00 ;77;3696;1884,96;0,51;Online
Walmart;IT5863;16/07/2021;South;Mississippi;Jackson;Women's Street Footwear;WSF64; $48,00 ;142;6816;3408;0,5;Online
Foot Locker;IT5864;16/07/2021;Midwest;Illinois;Chicago;Men's Apparel;MA41; $49,00 ;50;2450;1225;0,5;Online
Walmart;IT5865;16/07/2021;South;Mississippi;Jackson;Women's Apparel;WA51; $49,00 ;209;10241;5427,73;0,53;Outlet
West Gear;IT5866;16/07/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;WSF65; $49,00 ;98;4802;2545,06;0,53;Online
Foot Locker;IT5867;16/07/2021;Midwest;Illinois;Chicago;Men's Apparel;MA43; $50,00 ;200;100000;35000;0,35;Outlet
West Gear;IT5868;16/07/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;MAF52; $50,00 ;116;5800;3074;0,53;Online
Walmart;IT5869;16/07/2021;South;Mississippi;Jackson;Women's Athletic Footwear;WAF61; $50,00 ;475;237500;95000;0,4;Online
West Gear;IT5870;16/07/2021;Northeast;West Virginia;Charleston;Women's Athletic Footwear;WAF61; $50,00 ;275;137500;55000;0,4;In-store
Walmart;IT5871;16/07/2021;South;Mississippi;Jackson;Women's Street Footwear;WSF66; $50,00 ;525;262500;105000;0,4;Online
West Gear;IT5872;16/07/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;WSF66; $50,00 ;325;162500;65000;0,4;In-store
Walmart;IT5873;16/07/2021;South;Mississippi;Jackson;Men's Athletic Footwear;MAF56; $53,00 ;156;8268;3720,6;0,45;Online
West Gear;IT5874;16/07/2021;Northeast;West Virginia;Charleston;Men's Apparel;MA48; $54,00 ;87;4698;2536,92;0,54;Online
West Gear;IT5875;16/07/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;MSF63; $55,00 ;182;10010;5205,2;0,52;Online
Walmart;IT5876;16/07/2021;South;Mississippi;Jackson;Men's Athletic Footwear;MAF60; $55,00 ;600;330000;115500;0,35;Online
West Gear;IT5877;16/07/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;MAF61; $55,00 ;400;220000;88000;0,4;In-store
Foot Locker;IT5878;16/07/2021;South;Mississippi;Jackson;Men's Street Footwear;MSF67; $58,00 ;221;12818;6537,18;0,51;Online
Walmart;IT5879;16/07/2021;South;Mississippi;Jackson;Men's Apparel;MA55; $59,00 ;150;8850;4248;0,48;Online
Walmart;IT5880;16/07/2021;South;Mississippi;Jackson;Men's Apparel;MA56; $60,00 ;500;300000;105000;0,35;Online
Foot Locker;IT5881;16/07/2021;South;Mississippi;Jackson;Men's Street Footwear;MSF69; $60,00 ;850;510000;204000;0,4;Online
West Gear;IT5882;16/07/2021;Northeast;West Virginia;Charleston;Men's Apparel;MA57; $60,00 ;300;180000;72000;0,4;In-store
West Gear;IT5883;16/07/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;MSF70; $60,00 ;650;390000;156000;0,4;In-store
Walmart;IT5884;16/07/2021;South;Mississippi;Jackson;Women's Apparel;WA71; $61,00 ;176;10736;6548,96;0,61;Online
West Gear;IT5885;16/07/2021;Northeast;West Virginia;Charleston;Women's Apparel;WA73; $63,00 ;133;8379;4524,66;0,54;Online
Walmart;IT5886;16/07/2021;South;Mississippi;Jackson;Women's Apparel;WA76; $65,00 ;675;438750;219375;0,5;Online
West Gear;IT5887;16/07/2021;Northeast;West Virginia;Charleston;Women's Apparel;WA77; $65,00 ;475;308750;123500;0,4;In-store
Foot Locker;IT5888;17/07/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;WAF30; $29,00 ;7;203;107,59;0,53;Online
Foot Locker;IT5889;17/07/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;WAF30; $29,00 ;101;2929;1552,37;0,53;Online
Foot Locker;IT5890;17/07/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;WSF36; $29,00 ;128;3712;1707,52;0,46;Online
Foot Locker;IT5891;17/07/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;WAF32; $30,00 ;25;7500;3000;0,4;Outlet
Foot Locker;IT5892;17/07/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;WAF33; $30,00 ;375;112500;45000;0,4;In-store
Foot Locker;IT5893;17/07/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;WSF38; $30,00 ;425;127500;44625;0,35;In-store
Foot Locker;IT5894;17/07/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;MAF29; $33,00 ;130;4290;2016,3;0,47;Online
Foot Locker;IT5895;17/07/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;MAF32; $35,00 ;500;175000;61250;0,35;In-store
Foot Locker;IT5896;17/07/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;MSF37; $36,00 ;203;7308;4019,4;0,55;Online
Foot Locker;IT5897;17/07/2021;Midwest;Missouri;St. Louis;Men's Apparel;MA25; $37,00 ;94;3478;1704,22;0,49;Online
Amazon;IT5898;17/07/2021;Northeast;New Hampshire;Manchester;Women's Street Footwear;WSF49; $37,00 ;128;4736;1704,96;0,36;Outlet
Amazon;IT5899;17/07/2021;Northeast;New Hampshire;Manchester;Women's Athletic Footwear;WAF44; $39,00 ;107;4173;1460,55;0,35;Outlet
Foot Locker;IT5900;17/07/2021;Midwest;Missouri;St. Louis;Men's Apparel;MA28; $40,00 ;375;150000;52500;0,35;In-store
Foot Locker;IT5901;17/07/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;MSF41; $40,00 ;750;300000;120000;0,4;In-store
Foot Locker;IT5902;17/07/2021;Midwest;Missouri;St. Louis;Women's Apparel;WA40; $41,00 ;160;6560;4001,6;0,61;Online
Foot Locker;IT5903;17/07/2021;Midwest;Missouri;St. Louis;Women's Apparel;WA46; $45,00 ;550;247500;123750;0,5;In-store
Amazon;IT5904;17/07/2021;Northeast;New Hampshire;Manchester;Men's Apparel;MA39; $47,00 ;119;5593;2069,41;0,37;Outlet
Amazon;IT5905;17/07/2021;Northeast;New Hampshire;Manchester;Men's Athletic Footwear;MAF48; $47,00 ;149;7003;3081,32;0,44;Outlet
Amazon;IT5906;17/07/2021;Northeast;New Hampshire;Manchester;Women's Apparel;WA49; $47,00 ;163;7661;3064,4;0,4;Outlet
Amazon;IT5907;17/07/2021;Northeast;New Hampshire;Manchester;Men's Street Footwear;MSF54; $49,00 ;224;10976;4609,92;0,42;Outlet
Foot Locker;IT5908;17/07/2021;Midwest;Illinois;Chicago;Women's Apparel;WA54; $50,00 ;94;4700;3055;0,65;Online
Amazon;IT5909;17/07/2021;Northeast;New Hampshire;Manchester;Women's Athletic Footwear;WAF65; $53,00 ;85;4505;1982,2;0,44;Online
Amazon;IT5910;17/07/2021;Northeast;New Hampshire;Manchester;Women's Street Footwear;WSF71; $54,00 ;109;5886;2413,26;0,41;Online
Amazon;IT5911;17/07/2021;Northeast;New Hampshire;Manchester;Men's Athletic Footwear;MAF59; $55,00 ;131;7205;3602,5;0,5;Online
Foot Locker;IT5912;17/07/2021;Midwest;Illinois;Chicago;Women's Apparel;WA63; $55,00 ;375;206250;103125;0,5;Outlet
Amazon;IT5913;17/07/2021;Northeast;New Hampshire;Manchester;Women's Athletic Footwear;WAF69; $55,00 ;325;178750;53625;0,3;Outlet
Amazon;IT5914;17/07/2021;Northeast;New Hampshire;Manchester;Women's Street Footwear;WSF74; $55,00 ;375;206250;61875;0,3;Outlet
Amazon;IT5915;17/07/2021;Northeast;New Hampshire;Manchester;Men's Apparel;MA56; $60,00 ;102;6120;2509,2;0,41;Online
Amazon;IT5916;17/07/2021;Northeast;New Hampshire;Manchester;Men's Athletic Footwear;MAF67; $60,00 ;450;270000;108000;0,4;Outlet
Amazon;IT5917;17/07/2021;Northeast;New Hampshire;Manchester;Men's Street Footwear;MSF74; $64,00 ;196;12544;6648,32;0,53;Online
Amazon;IT5918;17/07/2021;Northeast;New Hampshire;Manchester;Women's Apparel;WA74; $64,00 ;137;8768;4296,32;0,49;Online
Amazon;IT5919;17/07/2021;Northeast;New Hampshire;Manchester;Men's Apparel;MA63; $65,00 ;350;227500;68250;0,3;Outlet
Amazon;IT5920;17/07/2021;Northeast;New Hampshire;Manchester;Men's Street Footwear;MSF76; $65,00 ;700;455000;182000;0,4;In-store
Amazon;IT5921;17/07/2021;Northeast;New Hampshire;Manchester;Women's Apparel;WA82; $70,00 ;525;367500;128625;0,35;Outlet
Foot Locker;IT5922;18/07/2021;Midwest;Nebraska;Omaha;Men's Apparel;MA25; $37,00 ;7;259;124,32;0,48;Online
Foot Locker;IT5923;18/07/2021;Midwest;Nebraska;Omaha;Men's Apparel;MA28; $40,00 ;25;10000;3500;0,35;Outlet
Foot Locker;IT5924;18/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;MSF52; $47,00 ;135;6345;3172,5;0,5;Online
Foot Locker;IT5925;18/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;MSF56; $50,00 ;500;250000;100000;0,4;Outlet
Foot Locker;IT5926;19/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;MAF40; $41,00 ;84;3444;1687,56;0,49;Online
Foot Locker;IT5927;19/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;WA43; $44,00 ;38;1672;1053,36;0,63;Online
Foot Locker;IT5928;19/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;WA45; $45,00 ;150;67500;33750;0,5;Outlet
Foot Locker;IT5929;19/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;MAF45; $45,00 ;300;135000;47250;0,35;Outlet
Walmart;IT5930;19/07/2021;South;Arkansas;Little Rock;Women's Street Footwear;WSF42; $32,00 ;140;4480;1971,2;0,44;Outlet
West Gear;IT5931;19/07/2021;South;Oklahoma;Oklahoma City;Women's Street Footwear;WSF43; $33,00 ;131;4323;1858,89;0,43;Outlet
West Gear;IT5932;19/07/2021;South;Oklahoma;Oklahoma City;Men's Athletic Footwear;MAF31; $35,00 ;135;4725;1795,5;0,38;Outlet
Walmart;IT5933;19/07/2021;South;Arkansas;Little Rock;Women's Athletic Footwear;WAF39; $35,00 ;120;4200;1806;0,43;Outlet
Walmart;IT5934;19/07/2021;South;Arkansas;Little Rock;Men's Athletic Footwear;MAF33; $36,00 ;163;5868;2171,16;0,37;Outlet
West Gear;IT5935;19/07/2021;South;Oklahoma;Oklahoma City;Women's Athletic Footwear;WAF41; $36,00 ;107;3852;1771,92;0,46;Outlet
Walmart;IT5936;19/07/2021;South;Arkansas;Little Rock;Men's Street Footwear;MSF40; $39,00 ;271;10569;4438,98;0,42;Outlet
Walmart;IT5937;19/07/2021;South;Arkansas;Little Rock;Men's Apparel;MA28; $40,00 ;149;5960;2384;0,4;Outlet
Walmart;IT5938;19/07/2021;South;Arkansas;Little Rock;Women's Athletic Footwear;WAF48; $41,00 ;116;4756;2568,24;0,54;Online
West Gear;IT5939;19/07/2021;South;Oklahoma;Oklahoma City;Women's Athletic Footwear;WAF48; $41,00 ;85;3485;1847,05;0,53;Online
West Gear;IT5940;19/07/2021;South;Oklahoma;Oklahoma City;Men's Apparel;MA32; $43,00 ;116;4988;2045,08;0,41;Outlet
West Gear;IT5941;19/07/2021;South;Oklahoma;Oklahoma City;Men's Street Footwear;MSF45; $43,00 ;238;10234;4298,28;0,42;Outlet
Walmart;IT5942;19/07/2021;South;Arkansas;Little Rock;Women's Street Footwear;WSF57; $43,00 ;126;5418;2763,18;0,51;Online
West Gear;IT5943;19/07/2021;South;Oklahoma;Oklahoma City;Women's Street Footwear;WSF58; $44,00 ;94;4136;2233,44;0,54;Online
West Gear;IT5944;19/07/2021;South;Oklahoma;Oklahoma City;Men's Athletic Footwear;MAF44; $45,00 ;117;5265;2632,5;0,5;Online
West Gear;IT5945;19/07/2021;South;Oklahoma;Oklahoma City;Women's Apparel;WA46; $45,00 ;163;7335;3447,45;0,47;Outlet
Walmart;IT5946;19/07/2021;South;Arkansas;Little Rock;Women's Athletic Footwear;WAF53; $45,00 ;400;180000;72000;0,4;Online
West Gear;IT5947;19/07/2021;South;Oklahoma;Oklahoma City;Women's Athletic Footwear;WAF53; $45,00 ;325;146250;58500;0,4;Online
Walmart;IT5948;19/07/2021;South;Arkansas;Little Rock;Women's Street Footwear;WSF59; $45,00 ;450;202500;81000;0,4;Online
West Gear;IT5949;19/07/2021;South;Oklahoma;Oklahoma City;Women's Street Footwear;WSF59; $45,00 ;375;168750;67500;0,4;Online
Walmart;IT5950;19/07/2021;South;Arkansas;Little Rock;Men's Athletic Footwear;MAF48; $47,00 ;147;6909;3109,05;0,45;Online
Walmart;IT5951;19/07/2021;South;Arkansas;Little Rock;Men's Athletic Footwear;MAF52; $50,00 ;525;262500;91875;0,35;Online
West Gear;IT5952;19/07/2021;South;Oklahoma;Oklahoma City;Men's Athletic Footwear;MAF52; $50,00 ;450;225000;78750;0,35;Online
Walmart;IT5953;19/07/2021;South;Arkansas;Little Rock;Men's Street Footwear;MSF56; $50,00 ;233;11650;5825;0,5;Online
West Gear;IT5954;19/07/2021;South;Oklahoma;Oklahoma City;Men's Street Footwear;MSF56; $50,00 ;182;9100;4732;0,52;Online
Walmart;IT5955;19/07/2021;South;Arkansas;Little Rock;Women's Apparel;WA54; $50,00 ;198;9900;4554;0,46;Outlet
Walmart;IT5956;19/07/2021;South;Arkansas;Little Rock;Men's Street Footwear;MSF62; $55,00 ;775;426250;170500;0,4;Online
West Gear;IT5957;19/07/2021;South;Oklahoma;Oklahoma City;Men's Street Footwear;MSF62; $55,00 ;700;385000;154000;0,4;Online
Walmart;IT5958;19/07/2021;South;Arkansas;Little Rock;Men's Apparel;MA50; $55,00 ;119;6545;3207,05;0,49;Online
West Gear;IT5959;19/07/2021;South;Oklahoma;Oklahoma City;Men's Apparel;MA55; $59,00 ;98;5782;2659,72;0,46;Online
Walmart;IT5960;19/07/2021;South;Arkansas;Little Rock;Men's Apparel;MA56; $60,00 ;425;255000;89250;0,35;Online
West Gear;IT5961;19/07/2021;South;Oklahoma;Oklahoma City;Men's Apparel;MA56; $60,00 ;350;210000;73500;0,35;Online
West Gear;IT5962;19/07/2021;South;Oklahoma;Oklahoma City;Women's Apparel;WA71; $61,00 ;142;8662;4677,48;0,54;Online
Walmart;IT5963;19/07/2021;South;Arkansas;Little Rock;Women's Apparel;WA73; $63,00 ;150;9450;5103;0,54;Online
Walmart;IT5964;19/07/2021;South;Arkansas;Little Rock;Women's Apparel;WA76; $65,00 ;600;390000;156000;0,4;Online
West Gear;IT5965;19/07/2021;South;Oklahoma;Oklahoma City;Women's Apparel;WA76; $65,00 ;525;341250;136500;0,4;Online
Sports Direct;IT5966;20/07/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;WAF41; $36,00 ;45;1620;761,4;0,47;Online
Foot Locker;IT5967;20/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;WSF48; $36,00 ;60;2160;1015,2;0,47;Online
Foot Locker;IT5968;20/07/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;MSF38; $37,00 ;84;3108;1678,32;0,54;Online
Sports Direct;IT5969;20/07/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;WSF49; $37,00 ;60;2220;1087,8;0,49;Online
Foot Locker;IT5970;20/07/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;MSF41; $40,00 ;300;120000;48000;0,4;Outlet
Sports Direct;IT5971;20/07/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;WAF45; $40,00 ;150;60000;21000;0,35;In-store
Foot Locker;IT5972;20/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;WSF52; $40,00 ;200;80000;28000;0,35;Outlet
Sports Direct;IT5973;20/07/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;WSF52; $40,00 ;200;80000;28000;0,35;In-store
Sports Direct;IT5974;20/07/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;MAF41; $42,00 ;72;3024;1451,52;0,48;Online
Sports Direct;IT5975;20/07/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;MAF44; $45,00 ;275;123750;43312,5;0,35;In-store
Sports Direct;IT5976;20/07/2021;Northeast;Maryland;Baltimore;Men's Apparel;MA38; $46,00 ;51;2346;1055,7;0,45;Online
Foot Locker;IT5977;20/07/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;MSF54; $49,00 ;131;6419;3337,88;0,52;Online
Sports Direct;IT5978;20/07/2021;Northeast;Maryland;Baltimore;Men's Apparel;MA42; $50,00 ;175;87500;26250;0,3;In-store
Foot Locker;IT5979;20/07/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;MSF55; $50,00 ;525;262500;105000;0,4;In-store
Amazon;IT5980;20/07/2021;West;Alaska;Anchorage;Women's Athletic Footwear;WAF63; $51,00 ;75;3825;1453,5;0,38;Online
Amazon;IT5981;20/07/2021;West;Alaska;Anchorage;Women's Street Footwear;WSF70; $53,00 ;102;5406;1946,16;0,36;Online
Sports Direct;IT5982;20/07/2021;Northeast;Maryland;Baltimore;Women's Apparel;WA59; $54,00 ;102;5508;2313,36;0,42;Online
Sports Direct;IT5983;20/07/2021;Northeast;Maryland;Baltimore;Women's Apparel;WA61; $55,00 ;350;192500;57750;0,3;In-store
Amazon;IT5984;20/07/2021;West;Alaska;Anchorage;Women's Athletic Footwear;WAF69; $55,00 ;300;165000;41250;0,25;Outlet
Amazon;IT5985;20/07/2021;West;Alaska;Anchorage;Women's Street Footwear;WSF74; $55,00 ;350;192500;48125;0,25;Outlet
Amazon;IT5986;20/07/2021;West;Alaska;Anchorage;Men's Athletic Footwear;MAF65; $59,00 ;111;6549;3078,03;0,47;Online
Amazon;IT5987;20/07/2021;West;Alaska;Anchorage;Men's Athletic Footwear;MAF67; $60,00 ;425;255000;89250;0,35;Outlet
Amazon;IT5988;20/07/2021;West;Alaska;Anchorage;Men's Apparel;MA58; $61,00 ;91;5551;2164,89;0,39;Online
Amazon;IT5989;20/07/2021;West;Alaska;Anchorage;Men's Street Footwear;MSF73; $63,00 ;182;11466;5274,36;0,46;Online
Amazon;IT5990;20/07/2021;West;Alaska;Anchorage;Men's Apparel;MA63; $65,00 ;325;211250;52812,5;0,25;Outlet
Amazon;IT5991;20/07/2021;West;Alaska;Anchorage;Men's Street Footwear;MSF76; $65,00 ;675;438750;153562,5;0,35;Outlet
Amazon;IT5992;20/07/2021;West;Alaska;Anchorage;Women's Apparel;WA79; $67,00 ;130;8710;3919,5;0,45;Online
Amazon;IT5993;20/07/2021;West;Alaska;Anchorage;Women's Apparel;WA82; $70,00 ;500;350000;105000;0,3;Outlet
Foot Locker;IT5994;21/07/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;MAF23; $29,00 ;41;1189;546,94;0,46;Online
Foot Locker;IT5995;21/07/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;MAF25; $30,00 ;150;45000;15750;0,35;Outlet
Foot Locker;IT5996;21/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;WAF41; $36,00 ;44;1584;839,52;0,53;Online
Amazon;IT5997;21/07/2021;Southeast;Kentucky;Louisville;Women's Athletic Footwear;WAF42; $37,00 ;63;2331;1258,74;0,54;Online
Amazon;IT5998;21/07/2021;Southeast;Kentucky;Louisville;Women's Street Footwear;WSF50; $38,00 ;69;2622;1363,44;0,52;Online
Foot Locker;IT5999;21/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;WAF45; $40,00 ;175;70000;28000;0,4;Outlet
Amazon;IT6000;21/07/2021;Southeast;Kentucky;Louisville;Women's Athletic Footwear;WAF45; $40,00 ;225;90000;36000;0,4;Online
Amazon;IT6001;21/07/2021;Southeast;Kentucky;Louisville;Women's Street Footwear;WSF52; $40,00 ;275;110000;44000;0,4;Online
Amazon;IT6002;21/07/2021;Southeast;Kentucky;Louisville;Men's Athletic Footwear;MAF43; $44,00 ;95;4180;2048,2;0,49;Online
Amazon;IT6003;21/07/2021;Southeast;Kentucky;Louisville;Men's Athletic Footwear;MAF45; $45,00 ;350;157500;55125;0,35;Online
Amazon;IT6004;21/07/2021;Southeast;Kentucky;Louisville;Men's Apparel;MA38; $46,00 ;75;3450;1587;0,46;Online
Amazon;IT6005;21/07/2021;Southeast;Kentucky;Louisville;Men's Street Footwear;MSF52; $47,00 ;168;7896;4342,8;0,55;Online
Amazon;IT6006;21/07/2021;Southeast;Kentucky;Louisville;Men's Apparel;MA43; $50,00 ;250;125000;43750;0,35;Online
Amazon;IT6007;21/07/2021;Southeast;Kentucky;Louisville;Men's Street Footwear;MSF56; $50,00 ;600;300000;120000;0,4;Online
Amazon;IT6008;21/07/2021;Southeast;Kentucky;Louisville;Women's Apparel;WA54; $50,00 ;115;5750;3105;0,54;Online
Amazon;IT6009;21/07/2021;Southeast;Kentucky;Louisville;Women's Apparel;WA63; $55,00 ;425;233750;93500;0,4;Online
